sentence1	sentence2	label	semantic_similarity	quality_flag
the chief justice was the chief justice of the high commission territories swaziland bechuanaland protectorate basutoland from 1951 the chief justices were	the chief justice was the chief justice of the high commission territories basutoland bechuanaland protectorate swaziland and from 1951 the chief justice	1	0.9848	strong
algestone acetophenide is used in combination with estradiol enanthate as a monthlyonce combined injectable contraceptive for women in latin america and spain	algestone acetophenide is used in combination with estradiol enanthate as a monthly injectable contraceptive for women in latin america and spain	1	0.9974	strong
taubensee played for three different ballclubs during his career the cleveland indians houston astros and cincinnati reds	taubensee played for three different ball clubs the cleveland indians houston astros and cincinnati reds during his career	1	0.9737	strong
as predicted since 2015 only 28 of the promised amount has been reimbursed	as predicted only 28 of the promised amount has been refunded since 2015	1	0.8848	strong
the manhattan building also known as the phoenix building or the phoenix manhattan building is a historic skyscraper in muskogee oklahoma	the manhattan building also known as the phoenix building or the phoenixmanhattan building is a historic skyscraper in muskogee oklahoma	1	0.9625	strong
the cleja river is a tributary of the iminog river in romania	the river iminog is a tributary of the river cleja in romania	0	0.9727	strong
the atheistic element of communism would be intensified in some marxist movements after his death	after his death the marxist element of communism would be strengthened in some atheistic movements	0	0.9821	strong
the architecture was made of red brick with a blue brick base	the architecture was of red brick with a blue brick base	1	0.9841	strong
duff twysden was played by stacy keach in the miniseries hemingway in 1988 with fiona fullerton	in the 1988 miniseries hemingway starring stacy keach duff twysden was played by fiona fullerton	0	0.9755	strong
in 2006 bozanga was appointed chairman of the state council by president françois bozizé	in 2006 françois bozizé was appointed president of the council of state by president bozanga	0	0.9578	strong
he was introduced to the version of the computer text game colossal cave adventure created by don woods in 1977 and modified by will crowther	he was introduced to the version of computer text game colossal cave adventure created in 1977 by will crowther and modified by don woods	0	0.9967	strong
in the second round she beat olga govortsova then defeated 17th seed julia görges in the third	in the second round she beat julia görges then she defeated the 17th seed olga govortsova in the third	0	0.9904	strong
this order is lower than the doorkeeper largely obsolete now and higher than the subdeacon	this order is lower than the doorkeeper now largely obsolete and higher than the subdeacon	1	0.9984	strong
major greyhound racing venues include wentworth park in sydney cannington raceway in perth greyhound park in adelaide albion park in brisbane and sandown greyhounds in melbourne	greyhound venues races include wentworth park in sydney cannington raceway in perth greyhound park in adelaide albion park in brisbane and sandown greyhounds in melbourne	1	0.983	strong
dharmapuram is a village near srikakulam town in ponduru mandal division in andhra pradesh india	dharmapuram is a village near the town of srikakulam in ponduru mandal division in andhra pradesh india	1	0.9976	strong
vancouver also had 49 calgary had 56 winnipeg had 56 montreal had 79 toronto had 112 and sarnia had 127	vancouver had also 49 calgary had 56 winnipeg had 56 toronto had 79 montreal had 112 and sarnia had 127 had	0	0.9977	strong
the singers of sonic syndicate richard sjunnesson and peter wichers also sang for a compilation album called with soilwork guitarist roland johansson	the singers of sonic syndicate richard sjunnesson and roland johansson also sang for a compilation album called soilwork guitarist peter wichers	0	0.988	strong
ovarian diseases can be classified as endocrine disorders or as disturbances of the reproductive system	ovarian diseases may be classified as reproductive disorders or as disorders of the endocrine system	0	0.9824	strong
in 1825 james sykes sold of springfield estate to his friend and business associate george patterson	in 1825 george patterson of springfield estate sold his friend and business partner james sykes	0	0.9773	strong
benzoylfentanyl was banned in september 2017 in finland in october 2017 in sweden	in september 2017 benzoylfentanyl was banned in sweden in october 2017 in finland	0	0.9918	strong
the third and final series started in may 2011 marek larwood and a returning javone prince appeared in the new series	the third and final series started in may 2011 in the new series marek larwood and a recurring javone prince appeared	1	0.9823	strong
